sy_name,hostname,tic_id,sy_snum,sy_pnum,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
K2-60,K2-60,TIC 206284139,1,1,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,G4 V,5500.0,100.0,-100.0,0.0,1.12,0.05,-0.05,0.0,0.97,0.07,-0.07,0.0,0.01,0.11,-0.11,0.0,[Fe/H],4.07,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87,11.47,-10.969,12.857,0.057,-0.057,10.993,0.021,-0.021,12.6108,0.000314,-0.000314
K2-99,K2-99,TIC 176966903,1,1,<a refstr=SMITH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464.2708S/abstract target=ref>Smith et al. 2017</a>,G0 IV,5990.0,40.0,-40.0,0.0,3.1,0.1,-0.1,0.0,1.6,0.14,-0.1,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.67,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.229,12.998,-12.389,11.149,0.013,-0.013,9.72,0.021,-0.021,10.9485,0.000567,-0.000567
KELT-10,KELT-10,TIC 269217040,1,1,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,G0 V,5948.0,74.0,-74.0,0.0,1.21,0.05,-0.04,0.0,1.11,0.06,-0.06,0.0,0.09,0.11,-0.1,0.0,[Fe/H],4.32,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m11.61s,284.5483823,-47d00m11.91s,-47.0033072,188.404,2.182,-2.132,10.617,0.008,-0.008,9.338,0.023,-0.023,10.7009,0.000366,-0.000366
KELT-14,KELT-14,TIC 134537478,1,1,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,G4,5720.0,130.0,-130.0,0.0,1.52,0.03,-0.03,0.0,1.24,0.04,-0.04,0.0,0.32,0.09,-0.09,0.0,[Fe/H],4.17,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m12.34s,108.301409,-42d24m35.14s,-42.4097623,250.121,1.549,-1.529,11.001,0.009,-0.009,9.424,0.023,-0.023,10.8384,0.000302,-0.000302
KELT-8,KELT-8,TIC 358516596,1,1,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810...30F/abstract target=ref>Fulton et al. 2015</a>,G2 V,5754.0,54.0,-55.0,0.0,1.67,0.14,-0.12,0.0,1.21,0.08,-0.07,0.0,0.272,0.038,-0.038,0.0,[Fe/H],4.08,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572,1.005,-0.995,10.845,0.006,-0.006,9.177,0.021,-0.021,10.6699,0.000253,-0.000253
Kepler-101,Kepler-101,TIC 48304653,1,2,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,G3 IV,5667.0,50.0,-50.0,0.0,1.56,0.2,-0.2,0.0,1.17,0.07,-0.05,0.0,0.33,0.07,-0.07,0.0,[Fe/H],4.12,0.11,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.32s,283.255507,+48d21m18.89s,48.3552474,927.981,14.7985,-14.7985,13.7,0.069,-0.069,12.011,0.02,-0.02,13.5672,0.000214,-0.000214
Kepler-1513,Kepler-1513,TIC 394177315,1,2,<a refstr=YAHALOMI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231003802Y/abstract target=ref>Yahalomi et al. 2023</a>,G V,5491.0,100.0,-100.0,0.0,0.95,0.08,-0.06,0.0,0.94,0.04,-0.04,0.0,0.17,0.06,-0.06,0.0,[M/H],4.46,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m10.02s,289.7917561,+39d17m06.96s,39.2852655,349.247,2.57,-2.533,13.071,0.069,-0.069,11.309,0.02,-0.02,12.9559,0.000293,-0.000293
Kepler-1654,Kepler-1654,TIC 123417316,1,1,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,G5 V,5597.0,95.0,-93.0,0.0,1.18,0.03,-0.02,0.0,1.01,0.06,-0.05,0.0,-0.088,0.097,-0.095,0.0,[Fe/H],4.3,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,568.117,3.878,-3.828,13.497,0.103,-0.103,11.922,0.016,-0.016,13.4057,0.000211,-0.000211
Kepler-1655,Kepler-1655,TIC 120973167,1,1,<a refstr=HAYWOOD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..203H/abstract target=ref>Haywood et al. 2018</a>,G0 V,6148.0,71.0,-71.0,0.0,1.03,0.02,-0.02,0.0,1.03,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[Fe/H],4.36,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.26,0.991,-0.982,11.045,0.01,-0.01,9.785,0.017,-0.017,11.0141,0.000413,-0.000413
Kepler-17,Kepler-17,TIC 273874849,1,1,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>,G2 V,5781.0,85.0,-85.0,0.0,1.05,0.03,-0.03,0.0,1.16,0.06,-0.06,0.0,0.26,0.1,-0.1,0.0,[Fe/H],4.53,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m34.86s,298.3952437,+47d48m53.95s,47.8149865,720.753,10.343,-10.343,14.314,0.137,-0.137,12.585,0.023,-0.023,14.1311,0.000767,-0.000767
Kepler-22,Kepler-22,TIC 158984573,1,1,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,G5 V,5518.0,44.0,-44.0,0.0,0.98,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],4.44,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239
Kepler-38,Kepler-38,TIC 158316612,2,1,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,G4 V,5623.0,50.0,-50.0,0.0,1.75,0.03,-0.03,0.0,0.94,0.06,-0.06,0.0,-0.11,0.08,-0.08,0.0,[m/H],3.93,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m19.27s,286.830312,+42d16m44.92s,42.2791434,1174.59,20.53,-19.85,14.015,0.114,-0.114,12.342,0.022,-0.022,13.9066,0.000203,-0.000203
Kepler-41,Kepler-41,TIC 271042217,1,1,<a refstr=SANTERNE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.0550S/abstract target=ref> Santerne et al. 2011 </a>,G6 V,5620.0,140.0,-140.0,0.0,1.02,0.03,-0.03,0.0,1.12,0.07,-0.07,0.0,0.29,0.16,-0.16,0.0,[Fe/H],4.47,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.08,27.0,-27.0,14.509,0.092,-0.092,12.892,0.028,-0.028,14.413,0.000322,-0.000322
Kepler-41,Kepler-41,TIC 271042217,1,1,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750.0,100.0,-100.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,0.38,0.11,-0.11,0.0,[Fe/H],4.28,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.08,27.0,-27.0,14.509,0.092,-0.092,12.892,0.028,-0.028,14.413,0.000322,-0.000322
Kepler-412,Kepler-412,TIC 158170594,1,1,<a refstr=DELEUIL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...564A..56D/abstract target=ref> Deleuil et al. 2014 </a>,G3 V,5750.0,90.0,-90.0,0.0,1.29,0.04,-0.04,0.0,1.17,0.09,-0.09,0.0,0.27,0.12,-0.12,0.0,[Fe/H],4.3,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.24,19.16,-19.16,14.399,0.092,-0.092,12.837,0.031,-0.031,14.2486,0.000274,-0.000274
Kepler-421,Kepler-421,TIC 164522394,1,1,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,G9/K0,5308.0,50.0,-50.0,0.0,0.76,0.03,-0.03,0.0,0.79,0.03,-0.03,0.0,-0.25,0.08,-0.08,0.0,[Fe/H],4.61,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.558,2.039,-2.015,13.611,0.08,-0.08,11.535,0.017,-0.017,13.3477,0.000412,-0.000412
Kepler-423,Kepler-423,TIC 63452790,1,1,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,G4 V,5560.0,80.0,-80.0,0.0,0.95,0.04,-0.04,0.0,0.85,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[M/H],4.41,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.753,12.76,-12.76,14.462,0.126,-0.126,12.779,0.031,-0.031,14.28,0.000295,-0.000295
Kepler-426,Kepler-426,TIC 299220166,1,1,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725.0,90.0,-90.0,0.0,0.92,0.02,-0.02,0.0,0.91,0.06,-0.06,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,13.668,-13.668,15.032,0.16,-0.16,13.212,0.033,-0.033,14.8069,0.000292,-0.000292
Kepler-427,Kepler-427,TIC 158668572,1,1,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G2 V,5800.0,70.0,-70.0,0.0,1.35,0.2,-0.2,0.0,0.96,0.06,-0.06,0.0,-0.19,0.07,-0.07,0.0,[Fe/H],4.14,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m01.10s,288.2545808,+43d42m17.42s,43.7048379,1017.8,16.49,-15.98,14.301,0.092,-0.092,12.777,0.024,-0.024,14.1964,0.000266,-0.000266
Kepler-43,Kepler-43,TIC 164892194,1,1,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>,G0 IV-V,6041.0,143.0,-143.0,0.0,1.42,0.07,-0.07,0.0,1.32,0.09,-0.09,0.0,0.33,0.11,-0.11,0.0,[Fe/H],4.26,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84,14.19,-14.19,13.986,0.149,-0.149,12.549,0.031,-0.031,13.8894,0.000273,-0.000273
Kepler-44,Kepler-44,TIC 239277658,1,1,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>,G2 IV,5757.0,134.0,-134.0,0.0,1.52,0.09,-0.09,0.0,1.19,0.1,-0.1,0.0,0.26,0.1,-0.1,0.0,[Fe/H],4.15,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0,32.645,-32.645,14.803,0.137,-0.137,12.878,0.034,-0.034,14.6901,0.000284,-0.000284
Kepler-44,Kepler-44,TIC 239277658,1,1,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 IV,5800.0,100.0,-100.0,0.0,1.35,0.08,-0.08,0.0,1.12,0.08,-0.08,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.22,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0,32.645,-32.645,14.803,0.137,-0.137,12.878,0.034,-0.034,14.6901,0.000284,-0.000284
Kepler-447,Kepler-447,TIC 48506505,1,1,<a refstr=LILLO_BOX_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.105L/abstract target=ref>Lillo-Box et al. 2015</a>,G8 V,5493.0,62.0,-62.0,0.0,1.05,0.19,-0.19,0.0,1.0,0.21,-0.21,0.0,0.07,0.05,-0.05,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.041,1.848,-1.823,12.52,0.069,-0.069,10.806,0.018,-0.018,12.3795,0.000524,-0.000524
Kepler-452,Kepler-452,TIC 272174474,1,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],4.32,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235
Kepler-539,Kepler-539,TIC 171510762,1,2,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820.0,80.0,-80.0,0.0,0.95,0.02,-0.02,0.0,1.05,0.04,-0.04,0.0,-0.01,0.07,-0.07,0.0,[Fe/H],4.5,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,3.57,-3.489,12.444,0.057,-0.057,10.915,0.018,-0.018,12.379,0.000402,-0.000402
Kepler-66,Kepler-66,TIC 270790035,1,1,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,G0 V,5962.0,79.0,-79.0,0.0,0.97,0.04,-0.04,0.0,1.04,0.04,-0.04,0.0,-0.2,0.1,-0.1,0.0,[M/H],4.48,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m55.57s,293.9815378,+46d41m15.82s,46.687728,1202.96,37.295,-37.295,15.29,0.115,-0.115,13.621,0.045,-0.045,15.1474,0.000705,-0.000705
Kepler-67,Kepler-67,TIC 270855225,1,1,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,G9 V,5331.0,63.0,-63.0,0.0,0.78,0.03,-0.03,0.0,0.86,0.03,-0.03,0.0,-0.2,0.1,-0.1,0.0,[M/H],4.59,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m36.80s,294.1533505,+46d09m59.03s,46.1663976,1131.19,70.63,-62.92,16.172,0.172,-0.172,14.155,0.065,-0.065,16.1723,0.000783,-0.000783
Kepler-69,Kepler-69,TIC 275573429,1,2,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,G4 V,5638.0,168.0,-168.0,0.0,0.93,0.18,-0.12,0.0,0.81,0.09,-0.08,0.0,-0.29,0.15,-0.15,0.0,[Fe/H],4.4,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.866,0.092,-0.092,12.234,0.026,-0.026,13.712,0.000192,-0.000192
Kepler-75,Kepler-75,TIC 122785299,1,1,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...554A.114H/abstract target=ref> Hebrard et al. 2013 </a>,G8 V,5330.0,120.0,-120.0,0.0,0.88,0.04,-0.04,0.0,0.88,0.06,-0.06,0.0,-0.07,0.15,-0.15,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,835.356,18.761,-17.968,15.414,0.046,-0.046,13.118,0.029,-0.029,15.1789,0.000726,-0.000726
Kepler-77,Kepler-77,TIC 159098316,1,1,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,G5 V,5520.0,60.0,-60.0,0.0,0.99,0.02,-0.02,0.0,0.95,0.04,-0.04,0.0,0.2,0.05,-0.05,0.0,[M/H],4.42,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411,7.055,-7.055,14.152,0.08,-0.08,12.361,0.018,-0.018,13.9172,0.000203,-0.000203
Kepler-78,Kepler-78,TIC 270701667,2,1,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,G,5089.0,50.0,-50.0,0.0,0.74,0.1,-0.08,0.0,0.81,0.05,-0.05,0.0,-0.14,0.08,-0.08,0.0,[m/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376,0.33,-0.329,11.717,0.034,-0.034,9.586,0.015,-0.015,11.5287,0.00034,-0.00034
LTT 9779.00,LTT 9779.00,TIC 183985250,1,1,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,G7 V,5443.0,14.0,-13.0,0.0,0.95,0.01,-0.01,0.0,0.77,0.29,-0.21,0.0,0.27,0.03,-0.03,0.0,[Fe/H],4.35,0.16,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,80.4373,0.3174,-0.315,9.79,0.03,-0.03,8.016,0.029,-0.029,9.60006,0.00029,-0.00029
NGC 2682 YBP 1194,NGC 2682 YBP 1194,TIC 437034946,1,1,<a refstr=BRUCALASSI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561L...9B/abstract target=ref> Brucalassi et al. 2014 </a>,G5 V,5780.0,27.0,-27.0,0.0,0.99,0.02,-0.02,0.0,1.01,0.02,-0.02,0.0,0.023,0.015,-0.015,0.0,[Fe/H],4.44,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m00.79s,132.7533077,+11d48m52.75s,11.8146537,872.92,28.353,-28.353,14.569,0.149,-0.149,12.965,0.029,-0.029,14.4666,0.000292,-0.000292
NGC 2682 YBP 1514,NGC 2682 YBP 1514,TIC 437034879,1,1,<a refstr=BRUCALASSI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561L...9B/abstract target=ref> Brucalassi et al. 2014 </a>,G5 V,5725.0,45.0,-45.0,0.0,0.89,0.02,-0.02,0.0,0.96,0.01,-0.01,0.0,0.03,0.05,-0.05,0.0,[Fe/H],4.57,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m00.75s,132.7531307,+11d53m11.45s,11.8865128,914.221,30.32,-30.32,14.684,0.114,-0.114,13.105,0.028,-0.028,14.6201,0.000278,-0.000278
NGTS-12,NGTS-12,TIC 157230659,1,1,<a refstr=BRYANT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.2785B/abstract target=ref>Bryant et al. 2020</a>,G,5690.0,130.0,-130.0,0.0,1.59,0.04,-0.04,0.0,1.02,0.06,-0.05,0.0,-0.03,0.11,-0.11,0.0,[Fe/H],4.04,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m59.99s,176.2499418,-35d38m26.03s,-35.640563,446.442,7.706,-7.453,12.382,0.046,-0.046,10.588,0.021,-0.021,12.1279,0.000201,-0.000201
NGTS-15,NGTS-15,TIC 1333933,1,1,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,150.0,-150.0,0.0,0.95,0.08,-0.08,0.0,0.99,0.03,-0.03,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.4,0.12,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m25.27s,73.3553101,-32d48m01.25s,-32.8003484,786.485,10.685,-10.408,14.669,0.149,-0.149,12.907,0.036,-0.036,14.4299,0.000341,-0.000341
NGTS-16,NGTS-16,TIC 166806344,1,1,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G7 V,5550.0,150.0,-150.0,0.0,1.21,0.11,-0.11,0.0,1.0,0.03,-0.03,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.35,0.18,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m03.34s,58.2639299,-30d48m16.71s,-30.8046405,898.168,17.701,-17.042,14.529,0.103,-0.103,12.647,0.033,-0.033,14.2311,0.000215,-0.000215
